State,HeartRate,HeartRateAvg,HeartRateMax
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,88.24,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,78.95,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
active,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_idle,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
recovering_preparing,62.5,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
active,68.18,0,0
