State,HeartRate,HeartRateAvg,HeartRateMax
active,88.24,91.2,91.2
active,88.24,91.2,91.2
active,88.24,91.2,91.2
active,88.24,91.2,91.2
active,88.24,91.2,91.2
active,88.24,91.2,91.2
active,85.72,91.16,91.2
active,85.72,91.11,91.2
active,85.72,91.07,91.2
active,85.72,91.02,91.2
active,85.72,90.98,91.2
active,85.72,90.94,91.2
active,85.72,90.89,91.2
active,85.72,90.85,91.2
active,85.72,90.8,91.2
active,85.72,90.77,91.2
active,85.72,90.73,91.2
active,85.72,90.68,91.2
active,85.72,90.64,91.2
active,85.72,90.6,91.2
active,85.72,90.55,91.2
active,85.72,90.51,91.2
active,85.72,90.46,91.2
active,85.72,90.42,91.2
active,85.72,90.38,91.2
active,85.72,90.33,91.2
active,85.72,90.29,91.2
active,85.72,90.25,91.2
active,85.72,90.2,91.2
active,85.72,90.16,91.2
active,85.72,90.11,91.2
active,85.72,90.07,91.2
active,85.72,90.03,91.2
active,85.19,89.99,91.2
active,85.19,89.96,91.2
active,85.19,89.92,91.2
active,85.19,89.87,91.2
active,85.19,89.82,91.2
active,85.19,89.78,91.2
active,85.19,89.73,91.2
active,85.19,89.68,91.2
active,85.19,89.63,91.2
active,84.93,89.58,91.2
active,84.93,89.53,91.2
active,84.93,89.48,91.2
active,84.93,89.43,91.2
active,84.93,89.38,91.2
active,84.93,89.34,91.2
active,84.15,87.93,91.2
active,84.15,87.89,91.2
active,84.15,87.84,91.2
active,84.15,87.78,91.2
active,83.25,87.72,91.2
active,83.25,87.67,91.2
active,83.25,87.61,91.2
active,83.25,87.55,91.2
active,83.25,87.5,91.2
active,83.25,87.44,91.2
active,83.25,87.38,91.2
active,83.25,87.33,91.2
active,83.25,87.27,91.2
active,82.8,87.21,91.2
active,82.8,87.16,91.2
active,82.8,87.1,91.2
active,82.8,87.05,91.2
active,82.8,86.99,91.2
active,82.8,86.93,91.2
active,82.8,86.88,91.2
active,82.8,86.82,91.2
active,82.8,86.76,91.2
active,82.58,86.7,91.2
active,82.58,86.64,91.2
active,82.58,86.57,91.2
active,82.58,86.5,91.2
active,82.58,86.43,91.2
active,82.58,86.36,91.2
active,82.58,86.29,91.2
active,82.58,86.22,91.2
active,82.58,86.17,91.2
active,82.17,86.1,91.2
active,82.17,86.03,91.2
active,82.17,85.96,91.2
active,82.17,85.88,91.2
active,82.17,85.83,91.2
active,82.17,85.76,91.2
active,82.17,85.68,91.2
active,82.17,85.61,91.2
active,82.17,85.54,91.2
active,82.17,85.47,91.2
active,80.17,85.38,91.2
active,80.17,85.29,91.2
active,80.17,85.2,91.2
active,80.17,85.11,91.2
active,80.17,85.03,91.2
active,80.17,84.94,91.2
active,80.17,84.85,91.2
active,80.17,84.76,91.2
active,75.61,84.66,91.2
active,75.61,84.54,91.2
active,75.61,84.42,91.2
active,75.61,84.29,91.2
active,75.61,84.2,91.2
active,75.61,84.07,91.2
active,75.61,83.95,91.2
active,75.61,83.82,91.2
active,75.61,83.7,91.2
active,72.74,83.57,91.2
active,72.74,83.45,85.72
active,72.74,83.35,85.72
active,72.74,83.25,85.72
active,72.74,83.14,85.72
active,72.74,83.04,85.72
active,72.74,82.96,85.72
active,72.74,82.86,85.72
active,72.74,82.75,85.72
active,72.74,82.65,85.72
active,71.15,82.53,85.72
active,71.15,82.42,85.72
active,71.15,82.3,85.72
active,71.15,82.18,85.72
active,71.15,82.07,85.72
active,71.15,81.95,85.72
active,71.15,81.83,85.72
active,71.15,81.72,85.72
active,71.15,81.6,85.72
active,69.25,81.47,85.72
active,69.25,81.34,85.72
active,69.25,81.2,85.72
active,69.25,81.07,85.72
active,69.25,80.94,85.72
active,69.25,80.81,85.72
active,69.25,80.68,85.72
active,69.25,80.55,85.72
active,68.14,80.41,85.72
active,68.14,80.27,85.19
active,68.14,80.14,85.19
active,68.14,80,85.19
active,68.14,79.86,85.19
active,68.14,79.73,85.19
active,68.14,79.59,85.19
active,68.14,79.45,85.19
active,68.14,79.32,85.19
active,67.59,79.18,85.19
active,67.59,79.04,84.93
active,67.59,78.9,84.93
active,67.59,78.76,84.93
active,67.59,78.62,84.93
active,67.59,78.49,84.93
active,67.59,78.35,84.93
active,67.59,78.21,84.93
active,67.59,78.07,84.93
active,67.31,77.93,84.8
active,67.31,77.79,84.8
active,67.31,77.65,84.8
active,67.31,77.51,84.8
active,67.31,77.37,84.8
active,67.31,77.23,84.8
active,67.31,77.09,84.8
active,67.31,76.95,84.8
active,67.31,76.81,84.8
active,67.18,76.67,84.74
active,67.18,76.53,84.74
active,67.18,76.39,84.74
active,67.18,76.25,84.74
active,67.18,76.11,84.74
active,67.18,75.97,84.74
active,67.18,75.83,84.74
active,67.18,75.69,84.74
active,67.18,75.55,84.74
active,67.11,75.41,84.15
active,67.11,75.27,84.15
active,67.11,75.13,84.15
active,67.11,75,84.15
active,67.11,74.86,84.15
active,67.11,74.73,84.15
active,67.11,74.59,84.15
active,67.11,74.45,84.15
active,67.11,74.32,84.15
active,67.08,74.18,84.15
active,67.08,74.08,84.15
active,67.08,73.94,84.15
active,67.08,73.8,84.15
active,67.08,73.67,84.15
active,67.08,73.53,84.15
active,67.08,73.43,84.15
active,67.08,73.29,84.15
active,67.08,73.16,84.15
active,67.08,73.02,84.15
active,66.6,72.88,84.15
active,66.6,72.74,84.15
active,66.6,72.6,84.15
active,66.6,72.46,84.15
active,66.6,72.32,84.15
active,66.6,72.18,84.15
active,66.6,72.04,84.15
active,66.6,71.9,84.15
active,66.19,71.75,84.15
active,66.19,71.62,82.58
active,66.19,71.49,82.58
active,66.19,71.39,82.58
active,66.19,71.26,82.58
active,66.19,71.13,82.58
active,66.19,71,82.58
active,66.19,70.87,82.58
active,66.19,70.74,82.58
active,66.19,70.6,82.58
active,65.52,70.47,82.17
active,65.52,70.34,82.17
active,65.52,70.2,82.17
active,65.52,70.07,82.17
active,65.52,69.94,82.17
active,65.52,69.8,82.17
active,65.52,69.67,82.17
active,65.52,69.54,82.17
active,65.52,69.4,82.17
active,65.02,69.28,80.17
active,65.02,69.16,80.17
active,65.02,69.04,80.17
active,65.02,68.92,80.17
active,65.02,68.79,80.17
active,65.02,68.67,80.17
active,65.02,68.55,80.17
active,65.02,68.43,80.17
active,65.02,68.31,75.61
active,64.77,68.22,75.61
active,64.77,68.14,75.61
active,64.77,68.05,75.61
active,64.77,67.96,75.61
active,64.77,67.88,75.61
active,64.77,67.79,75.61
active,64.77,67.7,75.61
active,64.77,67.62,75.61
active,64.77,67.53,72.74
active,64.64,67.47,72.74
active,64.64,67.41,72.74
active,64.64,67.34,72.74
active,64.64,67.28,72.74
active,64.64,67.21,72.74
active,64.64,67.15,72.74
active,64.64,67.08,72.74
active,64.64,67.02,72.74
active,64.64,66.96,71.15
active,64.58,66.9,71.15
active,64.58,66.85,71.15
active,64.58,66.8,71.15
active,64.58,66.74,71.15
active,64.58,66.71,71.15
active,64.58,66.65,71.15
active,64.58,66.6,71.15
active,64.58,66.55,71.15
active,64.58,66.5,69.25
active,64.73,66.46,69.25
active,64.73,66.42,69.25
active,64.73,66.39,69.25
active,64.73,66.35,69.25
active,64.73,66.31,69.25
active,64.73,66.28,69.25
active,64.73,66.24,69.25
active,64.73,66.21,69.25
active,64.73,66.17,68.14
active,65.24,66.15,68.14
active,65.24,66.13,68.14
active,65.24,66.1,68.14
active,65.24,66.08,68.14
active,65.24,66.06,68.14
active,65.24,66.03,68.14
active,65.24,66.01,68.14
active,65.24,65.99,68.14
active,65.24,65.97,67.59
active,65.5,65.95,67.59
active,65.5,65.94,67.59
active,65.5,65.92,67.59
active,65.5,65.9,67.59
active,65.5,65.89,67.59
active,65.5,65.87,67.59
active,65.5,65.85,67.59
active,65.5,65.84,67.59
active,65.5,65.82,67.31
active,65.63,65.81,67.31
active,65.63,65.79,67.31
active,65.63,65.78,67.31
active,65.63,65.77,67.31
active,65.63,65.76,67.31
active,65.63,65.74,67.31
active,65.63,65.73,67.31
active,65.63,65.71,67.31
active,65.63,65.7,67.31
active,65.07,65.68,67.18
active,65.07,65.67,67.18
active,65.07,65.65,67.18
active,65.07,65.63,67.18
active,65.07,65.62,67.18
active,65.07,65.6,67.18
active,65.07,65.58,67.18
active,65.07,65.57,67.18
active,65.07,65.55,67.18
active,64.79,65.53,67.11
active,64.79,65.51,67.11
active,64.79,65.49,67.11
active,64.79,65.48,67.11
active,64.79,65.46,67.11
active,64.79,65.44,67.11
active,64.79,65.42,67.11
active,64.79,65.41,67.11
active,64.79,65.39,67.11
active,64.65,65.37,67.08
active,64.65,65.35,67.08
active,64.65,65.33,67.08
active,64.65,65.31,67.08
active,64.65,65.29,67.08
active,64.65,65.27,67.08
active,64.65,65.25,67.08
active,64.65,65.23,67.08
active,64.65,65.21,67.08
active,64.77,65.2,66.6
active,64.77,65.18,66.6
active,64.77,65.17,66.6
active,64.77,65.15,66.6
active,64.77,65.14,66.6
active,64.77,65.12,66.6
active,64.77,65.11,66.6
active,64.77,65.09,66.6
active,64.77,65.08,66.19
active,65.91,65.08,66.19
active,65.91,65.08,66.19
active,65.91,65.07,66.19
active,65.91,65.07,66.19
active,65.91,65.07,66.19
active,65.91,65.07,66.19
active,65.91,65.06,66.19
active,65.91,65.06,66.19
active,65.91,65.06,65.91
active,66.48,65.07,66.48
active,66.48,65.07,66.48
active,66.48,65.08,66.48
active,66.48,65.09,66.48
active,66.48,65.1,66.48
active,66.48,65.11,66.48
active,66.48,65.11,66.48
active,66.48,65.12,66.48
active,66.76,65.13,66.76
active,66.76,65.14,66.76
active,66.76,65.16,66.76
active,66.76,65.17,66.76
active,66.76,65.18,66.76
active,66.76,65.2,66.76
active,66.76,65.21,66.76
active,66.76,65.23,66.76
active,66.76,65.24,66.76
active,66.44,65.25,66.76
active,66.44,65.27,66.76
active,66.44,65.28,66.76
active,66.44,65.29,66.76
active,66.44,65.31,66.76
active,66.44,65.32,66.76
active,66.44,65.33,66.76
active,66.44,65.35,66.76
active,66.44,65.36,66.76
active,66.09,65.37,66.76
active,66.09,65.38,66.76
active,66.09,65.39,66.76
active,66.09,65.41,66.76
active,66.09,65.42,66.76
active,66.09,65.43,66.76
active,66.09,65.44,66.76
active,66.09,65.45,66.76
active,66.09,65.46,66.76
active,65.92,65.47,66.76
active,65.92,65.48,66.76
active,65.92,65.49,66.76
active,65.92,65.5,66.76
active,65.92,65.51,66.76
active,65.92,65.52,66.76
active,65.92,65.53,66.76
active,65.92,65.54,66.76
active,65.92,65.55,66.76
active,65.83,65.56,66.76
active,65.83,65.57,66.76
active,65.83,65.58,66.76
active,65.83,65.59,66.76
active,65.83,65.59,66.76
active,65.83,65.6,66.76
active,65.83,65.61,66.76
active,65.83,65.62,66.76
active,65.83,65.63,66.76
active,65.8,65.64,66.76
active,65.8,65.64,66.76
active,65.8,65.65,66.76
active,65.8,65.65,66.76
active,65.8,65.66,66.76
active,65.8,65.66,66.76
active,65.8,65.67,66.76
active,65.8,65.67,66.76
active,65.8,65.68,66.76
active,66.59,65.68,66.76
active,66.59,65.69,66.76
active,66.59,65.7,66.76
active,66.59,65.71,66.76
active,66.59,65.72,66.76
active,66.59,65.73,66.76
active,66.59,65.74,66.76
active,66.59,65.75,66.76
active,66.59,65.75,66.76
active,66.98,65.76,66.98
active,66.98,65.78,66.98
active,66.98,65.79,66.98
active,66.98,65.8,66.98
active,66.98,65.81,66.98
active,66.98,65.82,66.98
active,66.98,65.83,66.98
active,66.98,65.84,66.98
active,66.98,65.85,66.98
active,67.18,65.86,67.18
active,67.18,65.88,67.18
active,67.18,65.89,67.18
active,67.18,65.91,67.18
active,67.18,65.93,67.18
active,67.18,65.94,67.18
active,67.18,65.96,67.18
active,67.18,65.98,67.18
active,67.18,65.99,67.18
active,67.33,66.01,67.33
active,67.33,66.03,67.33
active,67.33,66.05,67.33
active,67.33,66.07,67.33
active,67.33,66.09,67.33
active,67.33,66.11,67.33
active,67.33,66.13,67.33
active,67.33,66.15,67.33
active,67.33,66.17,67.33
active,67.33,66.19,67.33
active,67.35,66.21,67.35
active,67.35,66.23,67.35
active,67.35,66.25,67.35
active,67.35,66.27,67.35
active,67.35,66.29,67.35
active,67.35,66.31,67.35
active,67.35,66.33,67.35
active,67.35,66.35,67.35
active,67.35,66.38,67.35
active,67.37,66.4,67.37
active,67.37,66.42,67.37
active,67.37,66.44,67.37
active,67.37,66.46,67.37
active,67.37,66.48,67.37
active,67.37,66.5,67.37
active,67.37,66.52,67.37
active,67.37,66.54,67.37
active,67.37,66.56,67.37
active,67.42,66.58,67.42
active,67.42,66.6,67.42
active,67.42,66.61,67.42
active,67.42,66.62,67.42
active,67.42,66.63,67.42
active,67.42,66.65,67.42
active,67.42,66.66,67.42
active,67.42,66.67,67.42
active,67.42,66.68,67.42
active,67.91,66.69,67.91
active,67.91,66.71,67.91
active,67.91,66.72,67.91
active,67.91,66.73,67.91
active,67.91,66.74,67.91
active,67.91,66.75,67.91
active,67.91,66.76,67.91
active,67.91,66.78,67.91
active,67.91,66.79,67.91
active,68.28,66.8,68.28
active,68.28,66.81,68.28
active,68.28,66.83,68.28
active,68.28,66.83,68.28
active,68.28,66.85,68.28
active,68.28,66.86,68.28
active,68.28,66.87,68.28
active,68.28,66.88,68.28
active,68.28,66.89,68.28
active,68.47,66.91,68.47
active,68.47,66.92,68.47
active,68.47,66.94,68.47
active,68.47,66.96,68.47
active,68.47,66.97,68.47
active,68.47,66.99,68.47
active,68.47,67.01,68.47
active,68.47,67.02,68.47
active,68.47,67.04,68.47
active,69.01,67.06,69.01
active,69.01,67.08,69.01
active,69.01,67.11,69.01
active,69.01,67.13,69.01
active,69.01,67.15,69.01
active,69.01,67.18,69.01
active,69.01,67.2,69.01
active,69.01,67.22,69.01
active,69.29,67.25,69.29
active,69.29,67.27,69.29
active,69.29,67.3,69.29
active,69.29,67.33,69.29
active,69.29,67.35,69.29
active,69.29,67.38,69.29
active,69.29,67.41,69.29
active,69.29,67.43,69.29
active,69.29,67.46,69.29
active,68.96,67.49,69.29
active,68.96,67.51,69.29
active,68.96,67.54,69.29
active,68.96,67.56,69.29
active,68.96,67.59,69.29
active,68.96,67.61,69.29
active,68.96,67.63,69.29
active,68.96,67.65,69.29
active,68.96,67.67,69.29
active,68.96,67.69,69.29
active,68.78,67.72,69.29
active,68.78,67.74,69.29
active,68.78,67.76,69.29
active,68.78,67.78,69.29
active,68.78,67.81,69.29
active,68.78,67.83,69.29
active,68.78,67.85,69.29
active,68.78,67.88,69.29
active,68.78,67.9,69.29
active,68.54,67.92,69.29
active,68.54,67.94,69.29
active,68.54,67.95,69.29
active,68.54,67.97,69.29
active,68.54,67.98,69.29
active,68.54,68,69.29
active,68.54,68.02,69.29
active,68.54,68.03,69.29
active,68.54,68.04,69.29
active,68.42,68.06,69.29
active,68.42,68.07,69.29
active,68.42,68.08,69.29
active,68.42,68.09,69.29
active,68.42,68.1,69.29
active,68.42,68.11,69.29
active,68.42,68.12,69.29
active,68.42,68.13,69.29
active,68.42,68.14,69.29
